ÐòºÅ,µ¥´Ê,word_id,word
,,180_l4,snowy
,,181_l4,snowman
,,185_l4,headmaster
,,186_l4,heal
,,188_l4,healthy
,,191_l4,colour
,,192_l4,colorful
,,202_l4,flour
,,203_l4,sweat
,,204_l4,sweater
,,208_l4,seaside
,,213_l4,steam
,,215_l4,grand
,,1443_l29,grand
,,217_l4,grandfather
,,1446_l29,grandfather
,,221_l4,feather
,,222_l4,leather
,,224_l4,steer
,,225_l4,jeep
,,227_l4,steep
,,232_l4,sleepy
,,239_l4,weigh
,,242_l4,daylight
,,243_l4,sunlight
,,244_l4,delight
,,245_l4,delighted
,,248_l4,moonlight
,,249_l4,mooncake
,,250_l4,moor
,,254_l5,brightly
,,257_l5,fighting
,,258_l5,fright
,,259_l5,frighten
,,260_l5,frightened
,,262_l5,herself
,,270_l5,wherever
,,273_l5,smooth
,,276_l5,schoolboy
,,281_l5,schoolyard
,,284_l5,uncooked
,,288_l5,wool
,,289_l5,woolen
,,291_l5,wooden
,,294_l5,roof
,,295_l5,rooster
,,300_l5,flood
,,302_l5,goodness
,,304_l5,bloom
,,306_l6,directly
,,308_l6,tire
,,310_l6,tiring
,,312_l6,fireplace
,,313_l6,cracker
,,314_l6,firework
,,315_l6,firecracker
,,316_l6,wardrobe
,,319_l6,wardrobe
,,318_l6,ward
,,323_l6,hardworking
,,325_l6,harm
,,327_l6,greenhouse
,,329_l6,greeting
,,335_l6,grey
,,337_l6,addition
,,340_l6,programme
,,343_l6,impression
,,346_l6,expression
,,348_l7,action
,,349_l7,actor
,,350_l7,actress
,,351_l7,tractor
,,354_l7,actually
,,355_l7,attack
,,356_l7,attract
,,360_l7,milkman
,,362_l7,Englishman
,,364_l7,men
,,366_l7,women
,,373_l7,turning
,,375_l7,burnt
,,377_l7,bury
,,381_l7,bone
,,394_l7,chick
,,396_l7,click
,,399_l7,locked
,,400_l7,unlock
,,401_l7,thick fog
,,402_l7,think about
,,403_l7,think of
,,408_l7,racket
,,409_l7,bracket
,,411_l7,stocking
,,414_l7,shocked
,,415_l8,track
,,418_l8,backpack
,,423_l8,blink
,,424_l8,blind
,,431_l8,riddle
,,432_l8,paddle
,,440_l8,chart
,,441_l8,chant
,,446_l8,carve
,,455_l8,watchtower
,,456_l8,power
,,457_l8,math
,,462_l8,dive
,,463_l8,diver
,,466_l8,driver
,,472_l9,bold
,,476_l9,golf
,,479_l9,friendly
,,482_l9,ending
,,489_l9,shopping
,,492_l9,shot
,,497_l9,showery
,,499_l9,boating
,,504_l9,goal
,,505_l9,cafe
,,513_l9,bake
,,515_l9,ballet
,,522_l9,swallow
,,525_l10,port
,,527_l10,transport
,,531_l10,suppose
,,534_l10,rate
,,536_l10,lately
,,541_l10,water polo
,,542_l10,waterfall
,,544_l10,policeman
,,546_l10,politely
,,547_l10,policy
,,552_l10,advise
,,554_l10,sickly
,,556_l10,quickly
,,557_l10,tick
,,559_l10,chopstick
,,565_l10,lively
,,567_l10,living
,,584_l11,comparative
,,585_l11,comparison
,,589_l11,iceberg
,,593_l11,officer
,,596_l11,icon
,,600_l11,would
,,602_l11,worker
,,603_l11,workshop
,,604_l11,workplace
,,609_l11,tourism
,,615_l11,label
,,616_l11,labour
,,618_l11,sight
,,619_l11,sightseeing
,,621_l11,midnight
,,622_l11,nightmare
,,624_l11,tight
,,630_l11,aeroplane
,,633_l11,palace
,,635_l12,delay
,,640_l12,relay
,,642_l12,relaxing
,,643_l12,galaxy
,,645_l12,bookshop
,,646_l12,bookmark
,,651_l12,boot
,,655_l12,parking
,,657_l12,part-time
,,660_l12,apart
,,661_l12,depart
,,669_l12,shook
,,670_l12,sharp
,,671_l12,sharpener
,,673_l13,hike
,,675_l13,motorbike
,,679_l13,alike
,,680_l13,unlike
,,682_l13,mainly
,,683_l13,mainland
,,684_l13,mailbox
,,687_l13,painful
,,690_l13,paint
,,691_l13,painting
,,692_l13,painter
,,696_l13,angel
,,700_l13,stranger
,,705_l13,skip
,,706_l13,ski
,,711_l13,shore
,,714_l14,seller
,,716_l14,smelly
,,719_l14,spelling
,,721_l14,manager
,,723_l14,teenage
,,727_l14,villager
,,729_l14,washroom
,,730_l14,Washington
,,732_l14,bath
,,735_l14,bedroom
,,736_l14,cash
,,737_l14,crash
,,739_l14,broom
,,742_l14,stare
,,751_l14,lifetime
,,752_l14,lifeboat
,,753_l14,wildlife
,,1076_l22,wildlife
,,768_l15,earlier
,,770_l15,cleaner
,,772_l15,clearly
,,777_l15,severely
,,779_l15,forever
,,785_l15,govern
,,791_l15,poverty
,,792_l15,novel
,,795_l15,moving
,,797_l15,lovely
,,802_l15,memorial
,,811_l15,cloudy
,,813_l15,loudly
,,815_l15,loudspeaker
,,820_l16,slowly
,,824_l16,following
,,832_l16,crowded
,,833_l16,crop
,,835_l16,thrown
,,836_l16,arrow
,,837_l16,narrow
,,838_l16,sparrow
,,841_l16,coke
,,845_l16,modem
,,848_l16,smoker
,,849_l16,smog
,,850_l16,broke
,,851_l16,broken
,,852_l16,rob
,,855_l16,sob
,,857_l16,robber
,,858_l16,robbery
,,863_l17,explore
,,864_l17,explorer
,,865_l17,compete
,,868_l17,rub
,,873_l17,British
,,874_l17,Britain
,,877_l17,cheater
,,879_l17,chef
,,883_l17,successful
,,886_l17,paw
,,890_l17,May
,,896_l18,mobile
,,899_l18,whisper
,,901_l18,bite
,,905_l18,orbit
,,908_l18,invitation
,,912_l18,undersea
,,913_l18,underneath
,,915_l18,ladder
,,922_l18,self-respect
,,923_l18,shellfish
,,925_l18,selfish
,,929_l18,Italy
,,930_l18,Italian
,,931_l18,Australian
,,935_l19,traveler
,,937_l19,tradition
,,940_l19,conductor
,,941_l19,pan
,,942_l19,panic
,,946_l19,Japanese
,,949_l19,chin
,,953_l19,writing
,,954_l19,wrist
,,956_l19,risky
,,957_l19,rewrite
,,958_l19,favourite
,,960_l19,warmth
,,961_l19,worm
,,964_l19,corn
,,967_l19,worn
,,969_l19,waiting
,,971_l19,waitress
,,972_l19,monitor
,,973_l19,waist
,,982_l20,anytime
,,989_l20,visitor
,,1003_l20,badly
,,1004_l20,badminton
,,1005_l20,bet
,,1008_l20,beg
,,1010_l20,beginning
,,1020_l20,lunchtime
,,1024_l20,naughty
,,1025_l20,launch
,,1026_l20,tough
,,1030_l21,sadly
,,1035_l21,Germany
,,1036_l21,German
,,1037_l21,pardon
,,1039_l21,parliament
,,1041_l21,garden
,,1044_l21,secondhand
,,1048_l21,backyard
,,1050_l21,necklace
,,1052_l21,recognize
,,1060_l21,deserve
,,1061_l21,desert
,,1062_l21,reserve
,,1066_l21,properly
,,1071_l21,introduction
,,1077_l22,chips
,,1078_l22,chill
,,1086_l22,strike
,,1088_l22,librarian
,,1097_l22,blues
,,1098_l22,junior
,,1099_l22,senior
,,1494_l30,senior
,,1103_l22,midday
,,1104_l22,daytime
,,1108_l22,nation
,,1110_l22,intonation
,,1115_l22,onto
,,1119_l23,unpopular
,,1121_l23,punctuation
,,1124_l23,cable
,,1125_l23,cabin
,,1127_l23,believable
,,1128_l23,belief
,,1133_l23,comfort
,,1135_l23,unforgettable
,,1141_l23,terrific
,,1144_l23,trousers
,,1149_l23,description
,,1151_l23,destination
,,1155_l24,inject
,,1156_l24,injection
,,1157_l24,adjective
,,1160_l24,protection
,,1162_l24,sailor
,,1164_l24,tailor
,,1165_l24,sailing
,,1167_l24,pumpkin
,,1169_l24,jumper
,,1174_l24,hedge
,,1176_l24,judge
,,1178_l24,inspect
,,1179_l24,inspector
,,1181_l24,expert
,,1186_l24,rim
,,1189_l24,swimming
,,1190_l24,swimsuit
,,1192_l24,collection
,,1196_l24,collapse
,,1197_l24,pea
,,1199_l24,per
,,1204_l24,nearly
,,1206_l24,disappear
,,1207_l24,disappearance
,,1210_l25,penfriend
,,1212_l25,penguin
,,1216_l25,happily
,,1225_l25,pole
,,1227_l25,roller-skating
,,1229_l25,grate
,,1230_l25,grateful
,,1231_l25,decorate
,,1232_l25,decoration
,,1234_l25,frustrated
,,1236_l25,celebration
,,1238_l25,centigrade
,,1239_l25,grace
,,1240_l25,rare
,,1242_l25,bare
,,1243_l25,software
,,1245_l25,softball
,,1246_l25,scare
,,1250_l25,drugstore
,,1255_l25,sometime
,,1260_l25,came
,,1262_l25,sample
,,1543_l31,sample
,,1264_l25,inform
,,1266_l25,platform
,,1777_l34,platform
,,1268_l25,performance
,,1779_l34,performance
,,1277_l26,event
,,1279_l26,invention
,,1282_l26,interesting
,,1283_l26,interested
,,1284_l26,internet
,,1289_l26,revise
,,1290_l26,revision
,,1293_l26,sunrise
,,1529_l31,sunrise
,,1297_l26,surprised
,,1298_l26,surprising
,,1299_l26,contract
,,1301_l26,practical
,,1303_l26,contribute
,,1305_l26,silently
,,1306_l26,silence
,,1309_l26,audience
,,1311_l26,confidence
,,1314_l26,crossing
,,1318_l26,toss
,,1319_l26,fossil
,,1321_l26,document
,,1323_l26,commission
,,1325_l26,permit
,,1327_l26,committee
,,1331_l27,recently
,,1337_l27,crag
,,1340_l27,trap
,,1341_l27,dragon
,,1342_l27,wrap
,,1344_l27,soil
,,1345_l27,spoil
,,1347_l27,solo
,,1350_l27,solar
,,1352_l27,pig
,,1354_l27,digital
,,1357_l27,electricity
,,1358_l27,electronic
,,1359_l27,spit
,,1361_l27,different
,,1364_l27,difficulty
,,1367_l27,tomb
,,1368_l27,comb
,,1379_l28,enjoyment
,,1380_l28,enjoyable
,,1384_l28,energetic
,,1385_l28,emperor
,,1386_l28,employer
,,1387_l28,employee
,,1388_l28,employ
,,1389_l28,employment
,,1392_l28,forwards
,,1393_l28,toward
,,1395_l28,foreigner
,,1397_l28,forgettable
,,1403_l28,fog
,,1404_l28,foggy
,,1410_l28,foxy
,,1418_l28,dust
,,1419_l28,dustbin
,,1424_l28,adventure
,,1427_l28,cultural
,,1433_l29,paid
,,1434_l29,unpaid
,,1436_l29,recorder
,,1437_l29,recording
,,1438_l29,according
,,1440_l29,order
,,1442_l29,ordinary
,,1444_l29,granny
,,1445_l29,grandmother
,,1447_l29,grab
,,1448_l29,organ
,,1450_l29,organization
,,1453_l29,laptop
,,1455_l29,slap
,,1457_l29,rap
,,1462_l29,unsure
,,1463_l29,leisure
,,1468_l29,pleased
,,1473_l29,vet
,,1475_l29,brush
,,1476_l29,toothbrush
,,1477_l29,Russian
,,1479_l29,Brussels
,,1481_l30,pub
,,1483_l30,nut
,,1485_l30,cub
,,1486_l30,scuba
,,1489_l30,climate
,,1496_l30,tent
,,1497_l30,extent
,,1500_l30,centre
,,1501_l30,exit
,,1503_l30,exciting
,,1504_l30,excited
,,1510_l30,was
,,1511_l30,wag
,,1514_l30,pavement
,,1517_l30,brilliant
,,1518_l30,thriller
,,1528_l31,sunshine
,,1531_l31,sunset
,,1540_l31,temple
,,1542_l31,simply
,,1545_l31,salesgirl
,,1548_l31,safely
,,1551_l31,salty
,,1554_l31,waltz
,,1561_l31,history
,,1563_l31,victory
,,1564_l31,factory
,,1569_l31,button
,,1573_l31,litter
,,1576_l31,minibus
,,1578_l31,businessman
,,1583_l31,lucky
,,1584_l31,luckily
,,1587_l31,trumpet
,,1589_l31,truly
,,1593_l31,proverb
,,1596_l31,grove
,,1600_l32,bang
,,1601_l32,thanks
,,1602_l32,thanksgiving
,,1603_l32,thankful
,,1610_l32,speaker
,,1615_l32,weekly
,,1621_l32,surfing
,,1622_l32,surfer
,,1626_l32,spade
,,1627_l32,spaceship
,,1628_l32,spacecraft
,,1629_l32,pot
,,1633_l32,ghost
,,1635_l32,coast
,,1637_l32,postal
,,1649_l32,chain
,,1653_l32,retell
,,1658_l32,fell
,,1672_l33,define
,,1676_l33,kind-hearted
,,1681_l33,noisy
,,1682_l33,daisy
,,1689_l33,fuel
,,1693_l33,poll
,,1694_l33,pollute
,,1696_l33,polluted
,,1699_l33,boring
,,1708_l34,castle
,,1709_l34,vast
,,1710_l34,vase
,,1711_l34,base
,,1714_l34,timetable
,,1715_l34,dime
,,1716_l34,dim
,,1718_l34,toe
,,1723_l34,rainy
,,1724_l34,rainfall
,,1727_l34,trainer
,,1728_l34,training
,,1729_l34,rail
,,1733_l34,seed
,,1737_l34,feeling
,,1746_l34,freestyle
,,1747_l34,reef
,,1749_l34,freezing
,,1751_l34,plaster
,,1757_l34,paste
,,1765_l34,printer
,,1767_l34,prince
,,1774_l34,folk
